,Nodes
59927,149254
59928,103183
59929,136764
59930,8262
59931,246536
59932,230354
59933,160978
59934,85358
59935,79101
59936,246909
59937,31672
59938,40545
59939,251106
59940,36141
59941,179964
59942,281116
59943,280116
59944,151334
59945,270164
59946,79941
59947,230237
59948,58389
59949,144382
59950,184730
59951,224621
59952,102241
59953,250855
59954,24152
59955,211330
59956,206910
59957,62036
59958,187941
59959,241246
59960,13249
59961,24111
59962,191717
59963,165401
59964,261304
59965,92378
59966,177447
59967,257137
59968,60521
59969,79152
59970,137695
59971,256543
59972,57970
59973,40887
59974,53808
59975,161021
59976,25908
59977,81800
59978,96506
59979,212410
59980,19875
59981,131787
59982,65805
59983,172551
59984,35944
59985,43018
59986,239859
59987,158286
59988,48066
59989,48951
59990,252492
59991,152730
59992,271050
59993,150447
59994,240915
59995,53994
59996,212456
59997,146120
59998,12844
59999,144429
60000,60000
60001,47470
60002,105293
60003,204023
60004,78923
60005,13879
60006,255400
60007,274771
60008,10228
60009,277698
60010,225393
60011,226393
60012,189692
60013,189537
60014,101055
60015,150023
60016,240996
60017,28940
60018,147456
60019,50270
60020,186686
60021,73339
60022,185213
60023,8410
60024,204801
60025,146477
60026,14363
60027,223969
60028,231613
60029,150988
60030,26366
60031,275276
60032,159246
60033,198374
60034,116016
60035,109065
60036,259015
60037,211827
60038,13927
60039,211040
60040,92994
60041,99943
60042,121952
60043,256273
60044,124266
60045,193401
60046,96539
60047,156821
60048,243273
60049,72017
60050,71109
60051,116165
60052,202347
60053,59379
60054,204814
60055,93542
60056,158006
60057,244243
60058,147953
60059,57090
60060,154173
60061,140958
60062,154620
60063,252204
60064,104127
60065,237090
60066,72651
60067,237030
60068,63637
60069,65332
60070,236710
60071,208198
60072,56839
60073,203006
60074,37170
60075,281184
60076,191967
60077,177408
60078,78499
60079,39728
60080,197726
60081,142104
60082,31269
60083,104412
60084,12071
60085,108241
60086,228231
60087,221886
60088,192571
60089,145858
60090,173633
60091,215319
60092,11456
60093,206729
60094,159887
60095,235422
60096,71834
60097,21141
60098,279785
60099,238146
60100,23255
60101,35665
60102,25034
60103,140680
60104,229730
60105,94862
60106,151535
60107,49384
60108,203578
60109,108946
60110,281582
60111,49647
60112,244416
60113,252647
60114,240535
60115,96865
60116,174828
60117,239490
60118,88503
60119,26506
60120,72052
60121,207753
60122,272980
60123,39854
60124,43108
60125,12391
60126,9880
60127,10147
60128,213743
60129,232027
60130,214230
60131,264898
60132,107947
60133,167851
60134,99810
60135,241961
60136,80174
60137,129626
60138,84853
60139,237172
60140,77739
60141,217857
60142,239822
60143,126739
60144,237603
60145,36543
60146,161266
60147,144551
60148,145336
60149,28207
60150,208353
60151,205421
60152,41974
60153,93491
60154,71554
60155,139616
60156,125243
60157,104535
60158,29341
60159,264833
60160,151461
60161,103921
60162,82587
60163,102651
60164,21696
60165,223832
60166,193067
60167,116560
60168,152794
60169,222720
60170,181904
60171,278315
60172,272754
60173,186984
60174,171905
60175,230750
60176,244531
60177,156786
60178,204354
60179,56750
60180,250824
60181,158076
60182,211040
60183,139461
60184,98275
60185,212335
60186,8619
60187,19752
60188,84137
60189,71296
60190,192776
60191,41508
60192,37937
60193,66777
60194,118084
60195,177077
60196,53606
60197,219594
60198,63813
60199,84004
60200,257086
60201,260698
60202,148351
60203,272655
60204,265903
60205,178457
60206,257148
60207,18520
60208,105491
60209,53869
60210,131041
60211,35508
60212,45293
60213,61673
60214,126093
60215,37104
60216,126559
60217,220301
60218,4868
60219,238690
60220,115843
60221,238783
60222,184956
60223,86949
60224,127511
60225,7181
60226,252515
60227,242922
60228,51048
60229,94184
60230,134686
60231,214175
60232,255942
60233,254149
60234,264368
60235,102014
60236,237975
60237,160926
60238,194869
60239,85849
60240,161910
60241,6556
60242,260367
60243,218458
60244,126837
60245,245622
60246,109659
60247,273191
60248,159505
60249,45825
60250,180683
60251,127859
60252,153128
60253,71315
60254,60054
60255,243123
60256,35180
60257,175831
60258,93456
60259,15651
60260,51082
60261,262719
60262,237590
60263,8742
60264,112467
60265,165262
60266,113855
60267,41943
60268,121082
60269,98787
60270,70424
60271,110772
60272,110643
60273,263571
60274,38432
60275,94597
60276,8535
60277,230221
60278,60766
60279,228160
60280,58973
60281,115474
60282,263048
60283,256568
60284,170244
60285,72282
60286,201746
60287,170011
60288,107770
60289,170850
60290,71145
60291,136294
60292,157435
60293,55300
60294,258707
60295,44568
60296,22736
60297,197449
60298,141968
60299,85784
60300,127255
60301,44633
60302,139364
60303,163598
60304,169712
60305,83977
60306,26289
60307,235291
60308,55259
60309,125166
60310,50970
60311,192678
60312,83522
60313,140852
60314,4581
60315,128871
60316,34956
60317,137107
60318,279172
60319,47156
60320,80985
60321,247858
60322,8054
60323,272201
60324,228732
60325,88852
60326,83209
60327,191124
60328,243370
60329,135902
60330,115385
60331,256249
60332,60877
60333,39272
60334,243280
60335,225695
60336,33871
60337,1821
60338,33260
60339,12269
60340,136342
60341,32231
60342,160489
60343,118932
60344,39256
60345,73627
60346,241492
60347,264464
60348,206606
60349,125598
60350,252156
60351,79189
60352,132702
60353,116291
60354,221028
60355,98874
60356,214531
60357,270198
60358,175213
60359,49917
60360,176260
60361,126995
60362,257981
60363,223185
60364,97517
60365,132475
60366,255226
60367,202648
60368,4369
60369,262284
60370,13501
60371,103986
60372,273217
60373,75144
60374,88768
60375,128919
60376,171048
60377,63978
60378,170577
60379,42105
60380,101792
60381,22708
60382,211658
60383,23578
60384,126270
60385,158050
60386,256468
60387,126057
60388,79939
60389,189514
60390,136513
60391,87030
60392,156697
60393,124790
60394,64626
60395,258410
60396,68633
60397,102294
60398,199210
60399,96204
60400,84738
60401,6069
60402,87404
60403,165312
60404,161373
60405,59149
60406,198432
60407,116721
60408,203573
60409,200416
60410,249532
60411,203686
60412,188200
60413,96585
60414,44270
60415,62905
60416,101083
60417,18595
60418,264056
60419,170685
60420,142049
60421,194049
60422,242717
60423,218467
60424,85669
60425,59732
60426,69500
60427,13955
60428,116680
60429,258157
60430,72090
60431,3343
60432,73430
60433,4807
60434,123036
60435,187787
60436,111953
60437,31677
60438,254703
60439,88122
60440,227387
60441,204696
60442,183099
60443,167058
60444,221501
60445,153201
60446,105821
60447,24224
60448,245415
60449,248831
60450,198430
60451,97439
60452,270613
60453,188877
60454,137301
60455,142554
60456,176026
60457,238821
60458,143521
60459,39031
60460,242846
60461,206356
60462,31568
60463,9838
60464,222652
60465,122718
60466,22675
60467,23522
60468,88417
60469,168195
60470,67758
60471,200257
60472,21880
60473,245313
60474,109076
60475,130566
60476,281634
60477,229451
60478,253633
60479,123330
60480,228887
60481,240285
60482,233575
60483,92469
60484,219877
60485,257360
60486,141353
60487,52340
60488,230051
60489,12254
60490,115089
60491,164123
60492,205795
60493,119896
60494,141794
60495,281477
60496,144697
60497,279120
60498,63444
60499,94579
60500,50771
60501,17768
60502,111275
60503,170651
60504,211294
60505,197694
60506,198815
60507,104772
60508,18400
60509,54286
60510,181441
60511,85092
60512,205845
60513,212516
60514,13054
60515,196668
60516,42059
60517,245555
60518,56867
60519,48941
60520,171512
60521,132973
60522,244662
60523,278040
60524,159302
60525,141820
60526,127066
60527,270793
60528,42988
60529,273686
60530,94651
60531,101318
60532,20992
60533,5761
60534,63654
60535,87910
60536,70089
60537,144578
60538,51954
60539,225233
60540,8786
60541,55137
60542,30369
60543,256080
60544,245858
60545,104669
60546,155169
60547,182249
60548,181230
60549,79674
60550,92805
60551,175085
60552,178196
60553,179737
60554,4589
60555,263806
60556,274360
60557,189213
60558,59212
60559,103996
60560,6781
60561,94162
60562,89291
60563,180810
60564,280558
60565,72330
60566,177093
60567,73754
60568,10400
60569,98824
60570,176065
60571,95655
60572,48048
60573,7371
60574,195965
60575,228070
60576,67344
60577,129930
60578,228614
60579,129200
60580,236050
60581,27991
60582,128729
60583,158523
60584,14492
60585,106476
60586,99799
60587,160454
60588,133824
60589,244333
60590,11286
60591,35182
60592,138310
60593,155317
60594,183336
60595,151982
60596,122859
60597,134032
60598,119205
60599,52271
60600,188969
60601,67920
60602,259392
60603,270891
60604,79988
60605,78025
60606,21403
60607,126589
60608,146223
60609,32191
60610,52068
60611,102782
60612,183091
60613,172185
60614,51195
60615,10691
60616,198189
60617,228244
60618,260194
60619,117108
60620,108082
60621,18112
60622,137572
60623,124114
60624,37228
60625,168388
60626,29529
60627,56566
60628,67044
60629,44194
60630,80228
60631,212837
60632,227065
60633,204473
60634,119342
60635,204386
60636,37832
60637,165417
60638,68373
60639,98185
60640,113584
60641,233264
60642,4651
60643,50077
60644,32642
60645,230902
60646,30511
60647,65849
60648,60289
60649,253621
60650,95187
60651,95973
60652,103631
60653,55447
60654,241703
60655,249132
60656,77589
60657,75735
60658,277587
60659,147470
60660,268997
60661,109525
60662,74207
60663,66415
60664,72754
60665,176192
60666,18620
60667,251611
60668,281830
60669,113125
60670,135344
60671,11375
60672,13541
60673,256110
60674,262535
60675,120776
60676,51574
60677,206519
60678,236331
60679,75773
60680,128585
60681,140910
60682,64272
60683,270809
60684,182682
60685,141529
60686,72075
60687,242694
60688,203579
60689,65197
60690,224663
60691,78251
60692,56068
60693,32105
60694,108440
60695,50733
60696,86607
60697,273707
60698,125956
60699,95140
60700,154057
60701,274379
60702,126476
60703,272894
60704,54103
60705,97226
60706,53781
60707,112456
60708,107535
60709,35062
60710,148
60711,62234
60712,218779
60713,23657
60714,7829
60715,194942
60716,14237
60717,142655
60718,174502
60719,277075
60720,253911
60721,25811
60722,195569
60723,62608
60724,205401
60725,252715
60726,75615
60727,188218
60728,187829
60729,22630
60730,200229
60731,126535
60732,110431
60733,56469
60734,209544
60735,46279
60736,179567
60737,60733
60738,162627
60739,200183
60740,187022
60741,98537
60742,33926
60743,260834
60744,80692
60745,248237
60746,261305
60747,146839
60748,197581
60749,223748
60750,90574
60751,75094
60752,105633
60753,140589
60754,154839
60755,271738
60756,236510
60757,260775
60758,171740
60759,116574
60760,5560
60761,37212
60762,6346
60763,186879
60764,279335
60765,55656
60766,81739
60767,167109
60768,106595
60769,144091
60770,209496
60771,57327
60772,108537
60773,72626
60774,8627
60775,54557
60776,74709
60777,178664
60778,197632
60779,113849
60780,138629
60781,158344
60782,17921
60783,15137
60784,196892
60785,193884
60786,133328
60787,224612
60788,74359
60789,130559
60790,55146
60791,158546
60792,13747
60793,144344
60794,216623
60795,251762
60796,178619
60797,211290
60798,133666
60799,30603
60800,135047
60801,118422
60802,20607
60803,109371
60804,248001
60805,62466
60806,260198
60807,79627
60808,201886
60809,258776
60810,109799
60811,65197
60812,254644
60813,107359
60814,84801
60815,40212
60816,129893
60817,34969
60818,279879
60819,278380
60820,231189
60821,206274
60822,55860
60823,119957
60824,210278
60825,195611
60826,171740
60827,241250
60828,168023
60829,249357
60830,244822
60831,185455
60832,199972
60833,247438
60834,204883
60835,93575
60836,218423
60837,211748
60838,155050
60839,95483
60840,19131
60841,118727
60842,114451
60843,242437
60844,207972
60845,201869
60846,230355
60847,236348
60848,18674
60849,2857
60850,255952
60851,211358
60852,139570
60853,243741
60854,200413
60855,158192
60856,15072
60857,275226
60858,221922
60859,149217
60860,261427
60861,246920
60862,198853
60863,154654
60864,55574
60865,68309
60866,219114
60867,154607
60868,60600
60869,25515
60870,25906
60871,41064
60872,119736
60873,152288
60874,126743
60875,262226
60876,36290
60877,89476
60878,65057
60879,84708
60880,262632
60881,204244
60882,102156
60883,242851
60884,267384
60885,31227
60886,145145
60887,169405
60888,85363
60889,8652
60890,175247
60891,261997
60892,132724
60893,176276
60894,66361
60895,117660
60896,5037
60897,145389
60898,5865
60899,199799
60900,127422
60901,119555
60902,14115
60903,162161
60904,163498
60905,218496
60906,46615
60907,179540
60908,11025
60909,118742
60910,223755
60911,16721
60912,150192
60913,138852
60914,115530
60915,231078
60916,215281
60917,228755
60918,74265
60919,129814
60920,258223
60921,59407
60922,133043
60923,34969
60924,98173
60925,197997
60926,64165
60927,245887
60928,267750
60929,176166
60930,123669
60931,256271
60932,25782
60933,85356
60934,119620
60935,271893
60936,211027
60937,16587
60938,263213
60939,49305
60940,227911
60941,102022
60942,54297
60943,262345
60944,31479
60945,194801
60946,20728
60947,128867
60948,150191
60949,226482
60950,265703
60951,6899
60952,222523
60953,128973
60954,111729
60955,280221
60956,228490
60957,278427
60958,160721
60959,70286
60960,115232
60961,174887
60962,169796
60963,253974
60964,179539
60965,5771
60966,228437
60967,136532
60968,254205
60969,11712
60970,11691
60971,117730
60972,81267
60973,274387
60974,72618
60975,38310
60976,49465
60977,95504
60978,51707
60979,192211
60980,268465
60981,42737
60982,35089
60983,78628
60984,261876
60985,241679
60986,32842
60987,121244
60988,56477
60989,114995
60990,10494
60991,239821
60992,36572
60993,268015
60994,210927
60995,172980
60996,219177
60997,153231
60998,236946
60999,137436
61000,275271
61001,187045
61002,228254
61003,47699
61004,215603
61005,225423
61006,73472
61007,233159
61008,25866
61009,228514
61010,144443
61011,229674
61012,244865
61013,96678
61014,166984
61015,266414
61016,127169
61017,122188
61018,281472
61019,222797
61020,226349
61021,68942
61022,252366
61023,26393
61024,273273
61025,92083
61026,201260
61027,281788
61028,45383
61029,142921
61030,201822
61031,110470
61032,242157
61033,32553
61034,52480
61035,246367
61036,262032
61037,161914
61038,7549
61039,97111
61040,91279
61041,177197
61042,120397
61043,371
61044,6053
61045,62444
61046,3314
61047,33990
61048,177623
61049,169416
61050,68625
61051,22297
61052,253433
61053,134544
61054,11514
61055,155126
61056,141151
61057,101365
61058,112195
61059,4151
61060,132492
61061,54138
61062,201883
61063,165062
61064,162156
61065,23203
61066,105033
61067,169245
61068,100681
61069,256552
61070,280815
61071,126055
61072,2938
61073,244621
61074,239134
61075,75859
61076,91143
61077,107607
61078,56030
61079,157318
61080,225539
61081,112961
61082,165622
61083,130448
61084,8731
61085,191581
61086,264304
61087,269820
61088,138982
61089,198757
61090,101491
61091,50148
61092,280475
61093,40279
61094,42907
61095,84377
61096,144754
61097,80936
61098,30346
61099,246544
61100,188045
61101,84589
61102,32
61103,253251
61104,93614
61105,225248
61106,89343
61107,53579
61108,176110
61109,253347
61110,120134
61111,147158
61112,88462
61113,238067
61114,237521
61115,169588
61116,226182
61117,87259
61118,32288
61119,13937
61120,124285
61121,23001
61122,167272
61123,29108
61124,244707
61125,80145
61126,128090
61127,240655
61128,55702
61129,38999
61130,281586
61131,214103
61132,165521
61133,189203
61134,136735
61135,104330
61136,166002
61137,30804
61138,134297
61139,46396
61140,99901
61141,259787
61142,29421
61143,232048
61144,250041
61145,240909
61146,22432
61147,43851
61148,63897
61149,181891
61150,156697
61151,79395
61152,176355
61153,119128
61154,19274
61155,230946
61156,113742
61157,231805
61158,66715
61159,263166
61160,210776
61161,214531
61162,178293
61163,127487
61164,43884
61165,192748
